ID,Warehouse_block ,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3675,F, Flight,,4,197,3,low,F,,?,1
3676,C, Ship,,5,160,,medium,F,,5062,0
3677,D, Ship,5,4,217,5,low,F,5,1360,1
3678,F, Road,,5,199,3,high,M,,5547,1
3679,A, Ship,4,5,138,3,medium,M,23,?,1
3680,C, Flight,4,3,176,5,low,M,2,5751,1
3681,C, Ship,3,1,218,3,low,M,,2304,1
3682,D, Ship,5,3,127,3,low,F,43,1446,1
3683,B, Road,5,1,248,2,low,F,,5881,1
3684,B, Flight,3,3,176,4,medium,M,,1177,1
3685,C, Ship,,2,160,3,high,M,,4599,0
3686,B, Flight,3,2,257,2,low,F,9,5085,1
3687,D, Ship,5,4,243,6,medium,F,,4170,1
3688,C, Ship,5,2,252,,low,M,,4013,1
3689,F, Ship,3,1,167,2,high,F,,1967,1
3690,C, Ship,3,3,255,3,low,M,,4628,1
3691,D, Ship,5,2,226,6,low,F,5,1981,1
3692,A, Ship,3,4,225,4,low,F,,5209,0
3693,F, Road,5,3,219,3,low,M,,2027,1
3694,D, Ship,3,4,236,4,medium,F,43,2584,1
3695,A, Ship,3,1,210,,low,F,,2444,1
3696,B, Road,3,3,160,2,medium,F,,4665,0
3697,B, Ship,,2,156,3,medium,M,5,4946,1
3698,F, Ship,4,2,198,2,high,M,,5662,0
3699,A, Ship,3,1,146,2,medium,F,,5375,0
3700,C, Ship,2,5,164,4,medium,M,,1439,1
3701,C, Road,3,4,248,4,medium,M,8,4540,0
3702,B, Road,2,2,163,3,medium,M,35,1547,1
3703,F, Ship,4,5,152,,low,M,,1709,1
3704,A, Flight,3,1,166,5,low,F,,4759,1
3705,F, Road,4,2,209,2,medium,F,9,5131,0
3706,C, Ship,4,3,194,2,medium,M,,5780,1
3707,A, Ship,2,5,212,2,high,F,3,4389,0
3708,A, Ship,2,2,161,2,medium,F,1,1642,1
3709,D, Ship,4,5,275,,low,M,,5008,0
3710,C, Ship,5,2,246,3,low,F,9,5795,0
3711,F, Ship,,5,263,,medium,M,13,2779,1
3712,F, Road,6,4,253,2,low,F,,?,0
3713,F, Flight,4,2,246,3,low,F,7,5616,0
3714,A, Road,4,1,204,6,low,M,,4943,0
3715,B, Flight,,5,216,2,high,M,,3202,1
3716,A, Road,3,2,178,4,medium,F,,1079,1
3717,B, Flight,4,5,155,2,medium,M,,1367,1
3718,C, Ship,,1,180,3,low,M,2,?,1
3719,F, Ship,3,1,140,3,low,M,6,4488,1
3720,F, Flight,5,1,211,2,medium,M,1,5913,1
3721,F, Ship,3,1,220,2,low,F,,5653,0
3722,F, Ship,,3,150,2,medium,M,9,4100,0
3723,F, Road,6,1,306,4,low,M,,1210,0
3724,F, Ship,3,1,139,2,low,M,47,1241,1
3725,F, Ship,6,4,247,4,medium,M,3,1946,0
3726,F, Ship,,1,256,7,low,F,50,3837,1
3727,F, Ship,,3,185,3,low,M,,?,1
3728,F, Ship,,2,179,4,low,M,,1063,1
3729,A,?,,4,242,3,high,F,,4805,0
3730,F, Road,4,4,214,3,medium,F,,4717,0
3731,B, Ship,,1,131,4,low,M,1,1628,0
3732,B, Ship,4,5,218,6,low,M,,4364,1
3733,F,?,,5,180,,high,M,,1200,1
3734,F, Ship,4,3,251,5,medium,M,,1482,0
3735,B, Road,5,1,168,,low,F,10,4240,0
3736,D, Ship,3,4,211,3,low,M,56,3654,1
3737,D, Road,4,1,227,3,low,M,,3100,1
3738,D, Flight,4,3,244,4,low,M,10,?,1
3739,C, Ship,5,1,219,5,low,M,8,1419,1
3740,B, Ship,7,3,306,4,low,F,,1630,0
3741,C, Ship,6,3,176,5,low,F,,1767,1
3742,D, Ship,3,2,234,4,high,F,,4568,1
3743,F, Ship,5,3,222,3,medium,F,,4597,0
3744,D, Ship,4,5,208,2,low,M,,4039,0
3745,C, Ship,5,2,226,,medium,M,,?,0
3746,B, Road,,2,253,2,medium,F,9,5530,0
3747,A, Ship,3,2,223,2,low,M,64,3595,1
3748,F, Ship,4,3,140,2,medium,F,2,5042,0
3749,B, Ship,3,1,236,3,medium,M,,3290,1
3750,F, Ship,5,3,260,6,medium,F,10,4986,0
3751,C, Ship,3,4,196,3,low,F,52,2129,1
3752,F, Ship,5,4,191,4,medium,M,,2039,1
3753,D, Flight,2,5,263,4,medium,F,4,4042,1
3754,C, Flight,3,1,250,3,low,M,1,4347,0
3755,B, Flight,3,3,176,8,medium,M,,4376,1
3756,F, Ship,6,1,257,4,medium,F,3,5656,1
3757,F, Ship,3,1,173,2,medium,F,,5927,1
3758,F, Flight,,2,180,4,medium,M,,4329,0
3759,B, Ship,3,2,226,3,medium,M,,?,1
3760,F, Ship,,1,191,3,high,F,6,5335,1
3761,F, Ship,4,3,233,5,low,M,4,1668,0
3762,F, Road,3,1,252,2,low,M,,5050,0
3763,D, Ship,6,2,280,4,low,M,10,1866,1
3764,B, Flight,,2,275,,medium,F,6,1513,0
3765,B,?,,1,207,2,medium,M,4,4099,0
3766,F, Ship,4,2,185,3,low,M,1,4786,0
3767,A, Flight,4,2,196,3,medium,F,,4474,0
3768,C, Ship,,3,223,3,medium,F,7,5935,0
3769,D, Ship,4,2,260,3,medium,F,3,4661,1
3770,B, Ship,3,1,224,3,low,F,,4862,1
3771,F, Ship,,5,246,,low,F,2,1024,1
3772,A, Ship,4,2,144,5,low,F,3,5807,1
3773,D, Ship,4,2,139,3,medium,M,,4648,0
3774,D, Ship,4,1,135,10,medium,M,,1989,1
3775,F, Ship,3,5,194,3,low,M,,5726,1
3776,A, Ship,,1,182,3,low,M,,3580,1
3777,A, Ship,5,5,264,3,medium,F,27,2019,1
3778,A, Ship,6,3,100,4,low,M,3,5756,0
3779,C, Road,3,1,182,3,low,M,2,5760,0
3780,D, Ship,6,5,261,4,low,F,,1217,1
3781,C, Ship,5,2,134,4,low,M,5,5090,0
3782,A, Ship,4,2,269,10,high,M,2,5616,1
3783,A, Ship,,1,242,,medium,M,,4943,0
3784,F, Ship,6,5,224,,medium,M,,4616,0
3785,C,?,,4,234,5,low,M,,1871,0
3786,F, Ship,4,4,207,3,medium,F,1,4019,0
3787,B, Flight,4,1,154,4,medium,M,,5480,0
3788,B, Ship,5,5,244,3,medium,M,,4078,1
3789,A, Ship,5,3,257,5,medium,F,,1812,0
3790,F, Ship,5,3,256,5,medium,M,5,1080,1
3791,F, Road,3,2,150,2,low,F,3,4174,0
3792,C, Road,4,2,161,3,medium,F,,1928,1
3793,A, Ship,3,2,199,2,medium,M,,4659,0
3794,F, Road,,4,240,3,low,F,,4986,1
3795,F, Flight,6,2,205,5,high,M,,4756,0
3796,A, Ship,4,5,251,2,medium,F,8,5232,0
3797,D, Flight,4,2,164,2,medium,F,,1976,1
3798,F, Ship,6,3,274,4,low,F,,1452,0
3799,F, Flight,5,3,269,5,low,F,8,5833,1
3800,B,?,3,1,267,2,low,M,7,4486,1
3801,F, Ship,6,3,280,4,low,M,2,1753,0
3802,F, Flight,,2,219,,low,M,,3402,1
3803,B,?,3,4,160,3,medium,M,3,5662,0
3804,C,?,,5,244,4,low,M,9,1789,1
3805,A, Ship,4,4,153,4,low,M,5,5162,0
3806,C,?,5,3,206,4,low,M,,3104,1
3807,C, Ship,5,3,138,3,low,F,,5687,1
3808,A,?,3,4,186,3,medium,M,,4536,0
3809,D, Ship,6,4,269,,high,M,47,4000,1
3810,B, Flight,,3,228,,medium,F,,3631,1
3811,C, Ship,3,3,162,3,medium,F,8,?,1
3812,F, Ship,4,2,199,2,medium,F,,3351,1
3813,D, Ship,3,2,163,2,low,F,,5021,0
3814,D, Ship,6,3,224,6,high,M,8,?,0
3815,A, Ship,3,4,250,3,low,M,,4830,1
3816,C, Ship,4,2,194,,low,F,10,5171,1
3817,F, Ship,,3,218,3,low,M,,3770,1
3818,F, Ship,,1,264,3,medium,M,10,3409,1
3819,B, Ship,,5,194,5,low,F,,4777,0
3820,F, Ship,3,5,194,2,medium,M,4,3496,1
3821,B, Ship,,5,273,5,medium,F,,1409,0
3822,D, Road,4,4,222,3,medium,M,2,5140,0
3823,F,?,5,1,248,5,?,M,3,1642,1
3824,C, Ship,4,3,177,,medium,F,,4551,0
3825,C, Ship,3,1,245,4,high,F,47,3111,1
3826,F, Ship,5,4,139,2,medium,F,2,4217,1
3827,F, Ship,4,4,267,5,medium,F,,1716,1
3828,C, Ship,,1,277,5,medium,M,3,?,1
3829,A, Flight,4,1,252,4,low,F,,5459,1
3830,F, Road,5,2,202,3,medium,M,34,3885,1
3831,D, Ship,3,2,169,3,low,F,,5673,0
3832,F, Ship,,1,222,2,medium,M,,3778,1
3833,F, Flight,4,5,206,,medium,F,1,1593,0
3834,F, Ship,4,5,273,4,medium,F,,2373,1
3835,B, Flight,,3,170,4,low,M,3,4049,0
3836,D, Road,,4,192,4,medium,M,3,4030,0
3837,C, Ship,4,3,191,,medium,F,6,4563,0
3838,F, Flight,3,2,273,3,medium,F,2,4948,0
3839,C, Road,3,2,215,2,medium,M,7,5988,1
3840,B, Flight,3,3,260,4,low,M,,5595,1
3841,C, Road,6,1,295,4,medium,F,6,1611,0
3842,F, Road,,3,261,5,medium,M,,1434,1
3843,D, Ship,5,1,260,5,low,M,,1257,0
3844,F, Road,5,1,223,3,medium,F,,4905,1
3845,A, Road,3,1,201,4,medium,F,,5721,1
3846,F, Flight,5,2,257,4,medium,M,9,5088,0
3847,D, Ship,3,2,185,2,high,F,,4816,1
3848,C,?,5,2,181,3,low,M,,?,0
3849,F, Road,4,5,159,3,low,M,2,1048,1
3850,A, Ship,4,4,171,3,medium,F,11,1594,1
3851,C, Ship,2,2,219,2,medium,M,,4518,0
3852,D, Ship,4,4,259,3,low,M,3,4509,0
3853,D, Road,3,2,269,4,medium,M,,?,0
3854,B, Road,5,2,250,5,low,F,9,1897,0
3855,F, Ship,4,2,128,,medium,M,7,5675,1
3856,C, Road,4,4,169,3,medium,M,5,5743,0
3857,A, Road,,4,148,,medium,F,9,?,0
3858,F, Flight,,4,205,3,low,F,,4157,1
3859,D, Ship,3,4,232,,low,F,,5629,1
3860,D, Road,3,5,188,3,high,F,6,4234,1
3861,D, Flight,4,1,249,5,low,M,,4396,0
3862,D, Ship,,3,160,4,medium,F,7,5147,0
3863,F, Ship,4,2,222,2,low,M,1,5028,1
3864,A, Ship,3,4,195,3,medium,M,23,3499,1
3865,C, Ship,4,4,133,2,medium,F,4,4724,0
3866,B, Ship,4,4,172,2,medium,F,3,5538,1
3867,F, Flight,5,4,235,4,low,M,5,4506,0
3868,D, Road,,5,134,,low,F,,4693,0
3869,A, Ship,,1,174,3,medium,F,12,1358,1
3870,F,?,5,1,253,2,medium,M,,5159,1
3871,B, Ship,3,4,250,3,low,M,10,5688,0
3872,F, Ship,,5,219,3,medium,M,,3684,1
3873,F, Ship,,3,217,3,high,F,,3067,1
3874,F, Flight,2,1,226,,medium,F,,5576,0
3875,D, Road,2,4,101,6,low,F,6,5080,1
3876,D, Road,6,1,282,4,medium,M,,1716,0
3877,A, Ship,6,4,272,4,low,F,7,1706,1
3878,D, Flight,4,3,247,4,low,F,19,3838,1
3879,F, Ship,5,2,261,5,medium,M,9,1227,1
3880,C, Flight,5,1,266,3,low,M,8,4786,1
3881,F, Ship,5,5,227,3,medium,M,,3952,1
3882,D, Ship,4,3,143,2,medium,F,,1910,1
3883,F, Ship,3,2,159,,medium,F,,4876,0
3884,F, Ship,,5,101,3,low,M,,4353,0
3885,D, Ship,4,1,189,2,medium,F,,3474,1
3886,D, Road,6,4,305,,low,F,,1384,0
3887,C, Ship,4,3,250,,low,F,46,2878,1
3888,C, Ship,3,1,150,,low,F,6,5355,0
3889,B, Road,,3,250,6,medium,M,9,5322,1
3890,C, Ship,3,5,194,4,low,M,,5534,0
3891,D, Ship,,5,137,2,medium,M,38,1647,1
3892,F, Ship,3,5,159,3,low,M,46,1857,1
3893,C, Ship,5,2,263,4,low,M,3,1740,1
3894,B, Ship,2,2,168,2,medium,F,,1227,1
3895,F, Flight,3,4,155,3,medium,M,4,1548,1
3896,B, Road,4,2,185,4,medium,F,,2583,1
3897,D, Ship,2,4,172,5,low,M,4,4668,0
3898,B, Ship,,4,169,,low,F,4,5716,0
3899,D, Ship,3,4,203,2,low,M,,5735,0
3900,B, Ship,2,4,144,2,medium,M,5,5867,0
3901,B, Ship,3,5,144,2,medium,M,,4629,1
3902,F,?,4,2,283,7,?,F,9,5252,1
3903,A, Road,3,1,158,2,low,M,,1284,1
3904,F, Ship,,1,165,,medium,F,,1831,1
3905,C, Ship,3,5,246,3,medium,M,1,5650,1
3906,D, Ship,3,1,247,4,low,F,,5376,1
3907,A, Road,,5,191,3,low,F,19,2392,1
3908,A,?,3,5,151,3,low,M,,1273,1
3909,D, Ship,4,5,212,2,medium,M,10,4552,0
3910,C, Ship,,5,250,,low,F,2,5206,0
3911,F, Ship,3,4,170,,low,M,7,4957,1
3912,C, Flight,4,2,239,5,low,F,,1429,0
3913,D, Ship,5,3,219,5,low,F,6,1553,0
3914,A,?,5,2,210,7,medium,F,4,4525,1
3915,F, Ship,4,3,274,,low,M,,1512,0
3916,B, Ship,,3,210,2,medium,M,22,3124,1
3917,F,?,3,3,141,4,low,F,,1417,1
3918,D, Flight,4,1,161,3,low,M,,4789,0
3919,F, Flight,5,3,177,4,medium,M,,1159,1
3920,F, Ship,4,2,177,3,low,M,,4904,0
3921,D, Road,4,5,244,2,medium,F,,5325,1
3922,D, Ship,3,4,246,3,low,M,,?,1
3923,D, Ship,,1,253,7,medium,M,,2955,1
3924,F, Road,3,2,235,2,medium,F,,5116,0
3925,D, Road,7,3,305,4,medium,F,,1198,0
3926,F, Road,,3,234,,low,M,,?,0
3927,C, Flight,3,4,189,2,medium,M,,2888,1
3928,A,?,,4,198,3,medium,M,7,4020,0
3929,D, Road,7,1,287,4,low,M,,1660,0
3930,F, Ship,3,2,136,4,low,M,62,1090,1
3931,A, Ship,5,5,237,5,low,F,,1526,0
3932,B, Ship,2,3,269,2,low,M,3,5976,0
3933,D, Ship,5,3,282,3,medium,M,5,4644,1
3934,C, Flight,3,1,269,2,medium,M,,5703,1
3935,F, Flight,,3,255,,medium,F,,1805,0
3936,F, Road,4,1,153,2,medium,M,,4359,0
3937,F, Ship,,2,218,3,low,F,2,4949,0
3938,B, Ship,5,4,250,4,low,M,2,4183,0
3939,A, Ship,5,1,241,3,low,F,,5134,1
3940,F,?,2,2,150,3,low,F,6,5854,1
3941,F, Ship,6,3,255,4,low,M,,1654,1
3942,A, Ship,5,1,216,3,low,M,40,2668,1
3943,C, Road,3,3,275,4,medium,M,2,4086,1
3944,B, Ship,4,5,270,,medium,M,9,5085,1
3945,F, Ship,,4,159,3,medium,M,,5545,0
3946,A, Ship,4,5,156,3,low,F,,1127,1
3947,A,?,5,1,174,5,medium,F,6,4677,0
3948,A, Ship,2,2,199,3,low,M,1,4697,1
3949,A, Ship,3,2,147,4,low,M,13,1657,1
3950,C, Ship,,5,184,3,low,F,2,4357,1
3951,C, Road,2,1,113,,low,F,9,1957,1
3952,C,?,4,1,177,2,high,F,7,5599,1
3953,C, Flight,,1,156,3,medium,M,,5937,0
3954,A, Ship,,3,148,3,high,F,7,5034,1
3955,B, Flight,6,3,269,4,medium,F,,1022,0
3956,A, Road,3,1,133,3,medium,M,6,5464,1
3957,D,?,3,1,132,2,medium,F,16,1731,1
3958,D, Ship,5,1,270,3,high,M,,3908,1
3959,A, Flight,4,4,137,,medium,F,5,5095,0
3960,B, Ship,3,2,166,2,medium,F,,1741,1
3961,C, Flight,6,1,281,3,medium,F,,2536,1
3962,F, Road,5,2,208,3,medium,M,,3442,1
3963,F, Road,3,3,203,2,?,M,,3607,1
3964,A, Ship,,5,111,2,low,F,5,4038,1
3965,C, Ship,5,5,264,3,medium,F,,2837,1
3966,D, Road,3,5,163,3,low,M,,4570,0
3967,F, Flight,5,4,147,3,medium,M,,1132,1
3968,F, Ship,4,3,245,4,medium,M,,5982,1
3969,F, Road,6,4,160,2,low,F,,1689,1
3970,B, Ship,3,3,238,,medium,F,4,4206,0
3971,F, Flight,4,1,215,2,low,M,,3066,1
3972,C, Flight,6,2,118,,low,M,40,1014,1
3973,F,?,3,5,190,3,medium,M,4,5069,0
3974,A, Road,2,2,165,3,medium,F,10,4080,1
3975,C, Ship,4,3,238,,low,M,,1898,0
3976,C, Ship,5,2,165,5,medium,M,,5313,0
3977,B, Road,3,4,188,6,medium,F,,4031,1
3978,B, Ship,3,4,160,,medium,M,,1085,1
3979,A, Ship,,2,198,2,low,M,9,4250,1
3980,B, Flight,5,2,261,3,high,M,,5303,1
3981,C, Ship,,1,148,3,low,F,5,5790,0
3982,B, Road,5,2,272,2,medium,F,,2226,1
3983,D, Ship,5,2,241,2,medium,F,2,5448,0
3984,A, Flight,4,3,238,2,medium,F,,5328,0
3985,F, Road,4,3,134,4,low,M,3,5233,0
3986,F, Road,4,2,149,2,medium,M,8,5460,1
3987,D, Flight,5,4,184,5,low,F,,4782,0
3988,A, Ship,3,3,232,,low,F,,4662,1
3989,F, Ship,3,2,149,5,medium,F,9,4310,0
3990,B, Ship,4,5,237,5,low,F,,1978,1
3991,B, Road,5,5,271,6,low,M,6,1450,1
3992,F, Flight,5,4,142,2,high,M,,5341,0
3993,C, Ship,2,2,150,2,medium,F,9,4917,1
3994,F, Ship,,3,138,2,medium,F,40,1117,1
3995,F, Flight,,5,243,4,low,F,6,1898,1
3996,F, Ship,5,4,151,2,low,F,10,5643,1
3997,A, Road,,5,209,,low,M,,2603,1
3998,B, Flight,3,1,178,3,low,M,,4811,0
3999,B, Ship,4,5,101,6,medium,M,,4146,0
4000,D, Ship,3,2,249,5,medium,F,,1887,0
4001,D, Flight,4,1,145,3,low,M,8,5127,0
4002,C,?,4,3,204,2,low,F,,4717,1
4003,C, Ship,5,1,298,4,low,F,,1853,0
4004,B, Ship,3,3,240,3,low,F,,4888,1
4005,F, Flight,4,3,207,2,medium,M,4,5227,1
4006,F, Road,3,5,271,,low,F,,4878,0
4007,D,?,,2,253,5,low,F,3,4676,1
4008,F, Ship,4,3,264,6,medium,F,,1962,1
4009,A, Ship,5,4,156,4,low,M,1,5533,1
4010,D, Ship,6,2,291,4,low,F,7,1046,0
4011,D, Flight,3,2,209,5,medium,F,12,3054,1
4012,C, Road,3,5,215,3,low,M,,4828,1
4013,B, Ship,7,1,245,4,medium,M,4,1653,1
4014,B, Ship,3,1,236,3,low,M,2,4298,0
4015,F, Ship,3,4,263,3,low,M,,?,1
4016,B, Ship,,1,226,3,medium,F,8,5000,0
4017,D,?,3,1,133,4,medium,F,6,5162,0
4018,C, Ship,2,5,175,5,low,F,,4269,0
4019,F, Flight,6,2,250,4,medium,F,3,1777,1
4020,C, Road,4,2,108,10,medium,M,,4645,0
4021,B, Ship,5,5,221,5,low,F,,1123,1
4022,B, Ship,,3,198,3,medium,F,1,5846,1
4023,F, Ship,4,4,246,3,low,M,,5473,1
4024,B, Ship,2,4,193,2,low,F,,5706,0
4025,C, Ship,4,1,236,3,low,F,,4114,0
4026,D,?,3,4,154,,low,F,,4990,1
4027,D, Ship,3,5,194,3,low,M,,4295,1
4028,F, Ship,3,2,167,4,medium,M,,1973,1
4029,C, Ship,3,1,196,2,low,M,10,4141,1
4030,F, Road,,2,264,4,high,F,,2754,1
4031,F, Road,6,3,270,3,low,F,56,3251,1
4032,F, Ship,3,1,147,2,medium,M,,1934,1
4033,D, Ship,2,4,140,3,low,F,,1411,1
4034,D, Ship,3,3,230,,medium,F,2,4742,1
4035,A, Flight,7,5,260,4,low,F,,1930,1
4036,F, Ship,,2,151,4,medium,F,,5469,0
4037,F, Flight,,2,248,2,low,M,,3707,1
4038,F, Ship,5,3,186,4,low,M,,3981,1
4039,F, Road,,3,176,2,low,F,,1730,1
4040,A, Ship,3,2,171,3,medium,M,11,1282,1
4041,B, Ship,4,4,138,7,medium,M,,1530,1
4042,A, Ship,6,1,275,4,low,M,7,1767,0
4043,D, Ship,4,3,203,2,medium,F,,4185,0
4044,D, Flight,2,2,128,,low,M,17,1824,1
4045,F, Flight,4,2,185,3,low,M,,4322,1
4046,F, Ship,4,4,265,3,low,M,10,4741,0
4047,C, Ship,,4,117,3,medium,F,4,5332,0
4048,D, Ship,3,5,196,3,medium,F,9,4741,1
4049,B, Ship,6,4,227,5,medium,F,,4388,0
4050,D, Ship,3,3,208,2,medium,F,5,5661,0
4051,C, Ship,4,3,216,4,medium,M,3,4750,0
4052,A, Ship,,4,213,,medium,F,,?,1
4053,B, Flight,3,3,183,2,low,M,53,?,1
4054,D, Ship,,3,251,5,low,F,,1616,1
4055,F, Ship,,2,247,2,high,M,,4242,0
4056,B, Ship,4,5,264,3,low,F,10,5972,0
4057,D, Ship,4,5,267,3,low,F,53,3742,1
4058,A, Ship,3,5,215,3,medium,F,22,2585,1
4059,A, Ship,,2,180,2,high,M,1,4407,0
4060,F, Ship,2,2,177,4,low,M,,5878,1
4061,C, Ship,4,4,135,10,medium,F,57,?,1
4062,A, Flight,,4,237,,medium,M,4,4747,1
4063,C, Flight,3,1,138,3,medium,F,,5534,0
4064,C, Road,,2,285,2,medium,F,16,2223,1
4065,F, Road,5,2,164,2,medium,M,8,5717,0
4066,A, Ship,4,2,267,5,low,M,,1933,1
4067,A, Ship,4,1,265,3,low,F,4,4249,0
4068,C, Ship,6,5,229,,medium,F,,4271,1
4069,F, Road,4,2,248,2,low,F,,5783,0
4070,F, Flight,3,1,187,2,low,F,,4292,1
4071,D, Ship,3,2,189,3,medium,M,,4718,0
4072,F, Ship,4,5,196,4,low,M,10,1694,1
4073,D, Ship,4,1,245,3,low,F,5,4523,0
4074,C, Road,3,1,254,4,medium,M,,?,0
4075,F, Flight,4,3,148,,medium,F,6,4802,0
4076,F, Flight,4,5,173,2,medium,F,5,4776,1
4077,F, Road,4,5,143,2,medium,F,,1360,1
4078,F, Ship,6,5,294,,medium,F,2,1273,1
4079,F, Ship,,3,154,2,medium,M,8,4006,0
4080,F,?,5,5,221,5,low,M,7,1958,1
4081,D, Road,,4,174,2,low,F,4,4295,1
4082,B, Road,5,3,239,5,medium,F,,2988,1
4083,A, Ship,4,4,146,4,low,M,,1899,1
4084,A, Flight,6,2,293,,low,M,2,1494,0
4085,D, Road,5,5,184,2,medium,M,9,4649,1
4086,D, Ship,4,5,252,3,low,M,,2332,1
4087,F, Ship,5,1,269,3,medium,F,2,2136,1
4088,A, Flight,3,2,173,3,high,M,60,1582,1
4089,C, Ship,4,5,192,3,medium,F,,3873,1
4090,F, Road,,5,246,2,medium,M,31,2415,1
4091,C, Road,3,3,219,3,low,M,4,?,0
4092,F, Road,4,5,167,2,low,F,,4289,1
4093,D, Flight,3,5,238,2,low,F,8,5769,0
4094,F, Road,,2,244,6,low,M,,1199,0
4095,C, Road,6,1,308,4,low,F,,1260,1
4096,F,?,5,4,229,2,medium,F,10,5001,0
4097,D, Ship,6,1,280,,medium,M,6,1735,1
4098,A, Road,,4,256,3,low,F,,3658,1
4099,C, Ship,5,5,271,4,low,M,,?,0
4100,F, Flight,3,4,245,2,medium,F,,4427,0
4101,A, Ship,4,4,266,,medium,F,,5901,0
4102,D, Ship,3,3,219,6,low,M,,1116,0
4103,C, Ship,6,1,295,4,low,M,,1600,0
4104,F, Ship,6,3,251,,low,M,10,?,1
4105,C, Road,3,1,221,3,high,M,,5005,1
4106,A, Ship,,4,209,4,low,F,10,5461,0
4107,C, Flight,4,1,249,5,low,F,,1762,1
4108,B, Ship,,3,218,2,low,F,7,?,0
4109,F, Ship,4,4,166,6,low,F,6,?,1
4110,B, Ship,5,4,237,,medium,M,,4541,0
4111,A, Ship,5,2,226,5,medium,M,5,1659,0
4112,F, Ship,6,5,286,,medium,F,4,4889,0
4113,F, Ship,3,3,149,4,medium,F,,5944,1
4114,A, Ship,3,1,133,3,medium,M,,4004,1
4115,C, Road,4,4,161,3,high,F,,?,1
4116,F, Ship,4,4,163,3,low,F,5,4440,0
4117,B, Ship,3,4,236,4,high,F,,4744,0
4118,F, Ship,2,2,193,3,medium,M,64,2867,1
4119,F, Ship,,2,202,3,low,M,,2881,1
4120,B, Ship,,1,241,2,low,M,,5602,1
4121,B, Ship,2,4,111,2,high,M,,1787,1
4122,C, Ship,4,3,145,3,low,F,,5802,1
4123,C, Ship,3,4,250,2,medium,M,,4922,1
4124,F, Road,2,1,228,,medium,M,,4854,1
4125,B, Ship,5,1,227,3,low,F,,2589,1
4126,C, Ship,,2,162,3,high,M,57,1233,1
4127,B, Road,4,5,213,3,medium,F,,4114,0
4128,B, Ship,3,5,203,3,low,F,58,3231,1
4129,F, Ship,4,1,254,5,low,F,,?,0
4130,D, Ship,4,1,266,4,low,M,3,5773,1
4131,B, Flight,3,4,140,,low,M,,5300,0
4132,F, Ship,,2,220,3,low,F,,5503,0
4133,F, Ship,2,1,121,3,medium,M,,?,1
4134,B, Ship,4,2,150,,low,F,2,5301,0
4135,A, Ship,3,5,169,,low,M,,4636,1
4136,C, Ship,5,4,230,3,low,M,1,4727,0
4137,B, Flight,6,4,275,4,low,M,,1585,0
4138,B, Ship,4,3,179,3,medium,M,,1584,1
4139,F, Ship,5,2,222,5,low,F,5,1329,0
4140,A, Ship,3,1,142,4,medium,M,,4780,0
4141,F, Flight,4,1,240,3,low,F,,4787,0
4142,A, Ship,3,3,256,3,medium,M,,4070,0
4143,A, Ship,6,2,301,4,medium,M,10,1747,1
4144,B, Road,5,3,244,5,low,F,3,1174,0
4145,C, Ship,4,2,216,4,medium,M,3,4887,1
4146,C, Ship,4,1,201,10,medium,M,37,3402,1
4147,A,?,3,3,120,3,low,F,,1534,1
4148,F, Ship,4,4,269,4,medium,F,3,5032,1
4149,F, Ship,5,3,251,2,low,M,,4458,0
4150,A, Ship,,3,221,2,low,F,,4114,1
4151,B, Flight,5,1,183,6,medium,F,,5082,0
4152,F, Ship,4,3,154,10,high,M,,5317,0
4153,F, Ship,5,4,275,2,medium,M,7,5292,0
4154,A, Ship,,5,242,4,low,F,35,3215,1
4155,C,?,4,5,176,4,medium,M,,5061,0
4156,F, Ship,4,3,163,,low,M,29,1349,1
4157,B, Ship,3,4,266,3,medium,M,9,5908,1
4158,C, Ship,5,1,249,5,medium,M,10,1561,0
4159,D, Ship,2,4,165,3,medium,M,7,5856,0
4160,A, Ship,6,3,281,4,medium,F,7,1599,1
4161,B, Road,2,2,158,3,high,F,,?,0
4162,F, Ship,,1,165,,low,F,,1905,1
4163,A, Ship,3,1,198,4,medium,F,44,2848,1
4164,B,?,5,4,268,3,medium,M,6,2206,1
4165,D, Ship,3,2,204,10,medium,F,,4534,0
4166,C, Road,,4,257,3,medium,F,3,?,1
4167,F, Flight,3,1,246,,low,F,10,4707,1
4168,C, Ship,5,4,267,2,low,M,7,5292,0
4169,D, Flight,,1,180,,high,F,,4346,0
4170,F, Ship,5,2,134,2,low,M,9,5045,0
4171,F, Flight,,1,267,2,medium,M,,?,1
4172,B, Ship,,3,151,,low,F,6,4279,0
4173,B, Flight,,3,149,3,medium,F,3,4781,1
4174,A, Ship,3,2,221,,medium,M,,4715,1
4175,F, Road,,1,199,3,medium,F,7,4377,1
4176,D, Ship,,5,263,7,high,M,7,5216,1
4177,C, Flight,3,4,183,3,low,F,1,5959,1
4178,C, Ship,3,2,169,10,medium,F,,1665,1
4179,C, Ship,4,5,254,,low,F,,4363,0
4180,C, Ship,5,5,222,6,low,F,,1861,0
4181,F, Ship,4,4,201,2,low,F,1,3147,1
4182,F, Flight,5,3,248,5,low,F,,1475,1
4183,D, Flight,4,3,153,4,low,M,36,1171,1
4184,F, Ship,,2,211,2,low,F,,5883,1
